name	url	our_price	ingredients	lifestage	food_form	special_diet	packaging_type	food_texture	brand	moisture_warning	%_calories_carbohydrate	%_calories_min_protein	%_calories_min_fat	price_per_kcal
Fancy Feast Kitten Tender Salmon Feast Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/fancy-feast-kitten-tender-salmon/dp/176641	15.36	Salmon, Liver, Meat By-Products, Fish Broth, Fish, Turkey, Milk, Egg Product, Artificial And Natural Flavors, Added Color, Guar Gum, Tricalcium Phosphate, Minerals [Potassium Chloride, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide],  Salt, Taurine, Red 3, Vitamins [Vitamin E Supplement, Thiamine Mononitrate (Vitamin B-1), Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. A662218	kitten	wet food	grain-free pea-free	can	pate	purina		7.294929991688493	49.22958890096542	43.475481107346084	0.007111111111111111
Blue Buffalo Multi-Cat Health Chicken & Turkey Recipe Adult Dry Cat Food, 15-lb bag	https://www.chewy.com/blue-buffalo-multi-cat-health-chicken/dp/112780	35.98	Deboned Chicken, Deboned Turkey, Chicken Meal, Brown Rice, Barley, Oatmeal, Pea Protein, Peas, Menhaden Fish Meal, Dried Egg Product, Chicken Fat (Preserved With Mixed Tocopherols), Natural Flavor, Dried Tomato Pomace, Flaxseed (Source Of Omega 6 Fatty Acids), Potato Starch, Calcium Chloride, Fish Oil (Source Of Omega 3 Fatty Acids), Calcium Sulfate, DL-Methionine, Choline Chloride, Potassium Chloride, Potatoes, Dried Chicory Root, Taurine, L-Lysine, Dehydrated Alfalfa Meal, Pea Fiber, Alfalfa Nutrient Concentrate, Calcium Carbonate, Salt, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Preserved With Mixed Tocopherols, Vitamin E Supplement, Cranberries, Sweet Potatoes, Carrots, L-Carnitine, Vegetable Juice For Color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Blueberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Aspergillus Niger Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract, Dried Bacillus Subtilis Fermentation Extract, Calcium Iodate, Sodium Selenite, Oil Of Rosemary.	adult	dry food	no corn no wheat no soy			blue life protection		35.623710202863194	29.073163134190814	35.30312666294599	0.0014070391061452511
Earthborn Holistic Catalina Catch Grain-Free Natural Canned Cat & Kitten Food, 5.5-oz, case of 24	https://www.chewy.com/earthborn-holistic-catalina-catch/dp/36437	38.16	Mackerel, Fish Broth, Shrimp, Sunflower Oil, Natural Flavors, Tricalcium Phosphate, Guar Gum, Salt, Choline Chloride, Potassium Chloride, Taurine, Zinc Oxide, Iron Proteinate, Niacin, Vitamin E Supplement, Sodium Selenite, Manganese Sulfate, Thiamine Mononitrate, Vitamin B12 Supplement, Copper Proteinate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Biotin, Vitamin D3 Supplement, Potassium Iodide, Folic Acid, Menadione Sodium Bisulfite Complex (Source of Vitamin K).	adult kitten	wet food	grain-free gluten free pea-free	can	shredded			0.0	71.1864406779661	28.8135593220339	0.010599999999999998
Blue Buffalo Basics Limited Ingredient Grain-Free Indoor Turkey & Potato Entree Adult Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/blue-buffalo-basics-limited/dp/103470	35.59	Turkey, Turkey Broth, Turkey Liver, Potatoes, Natural Flavor, Carrots, Peas, Fish Oil (source of Omega 3 Fatty Acids), Carrageenan, Cassia Gum, Flaxseed (source of Omega 3 and 6 Fatty Acids), Cellulose Powder, Cranberries, Blueberries, Pumpkin, Guar Gum, Potassium Chloride, Taurine, Salt, Choline Chloride, Sunflower Oil (source of Omega 6 Fatty Acids), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Vitamin A Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9).	adult	wet food	sensitive digestion indoor limited ingredient diet grain-free no corn no wheat no soy	can	pate	blue basics		22.08535105973784	27.615318611738488	50.29933032852367	0.014682343234323434
Fancy Feast Tuna Feast in Gravy Minced Senior 7+ Canned Cat Food, 3-oz can, case of 24	https://www.chewy.com/fancy-feast-tuna-feast-in-gravy/dp/243987	12.31	Fish Broth, Tuna, Wheat Gluten, Chicken, Liver, Meat By-products, Corn Starch-modified, Soy Flour, Artificial And Natural Flavors, Salt, Tricalcium Phosphate, Taurine, Minerals [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Choline Chloride, Vitamins [Vitamin E Supplement, Thiamine Mononitrate (Vitamin B-1), Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement].	senior	wet food	high-protein	can	minced			12.59906673579738	62.21761351011034	25.18331975409228	0.006838888888888889
Purina Pro Plan Savor Adult Sole & Vegetable Entree in Sauce Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-pro-plan-savor-adult-sole/dp/52890	22.32	Water Sufficient for Processing, Sole, Wheat Gluten, Meat By-Products, Liver, Tomatoes, Carrots, Corn Starch-Modified, Chicken, Artificial and Natural Flavors, Corn Oil, Calcium Phosphate, Salt, Soy Protein Concentrate, Potassium Chloride, Added Color, Taurine, Choline Chloride, Vitamin E Supplement, Thiamine Mononitrate, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Copper Sulfate, Pyridoxine Hydrochloride, Manganese Sulfate, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	adult	wet food		can	chunks in gravy	purina		8.891809023215083	61.322820849759076	29.78537012702584	0.014090909090909091
Purina Pro Plan Prime Plus 7+ Classic Chicken Grain-Free Entree Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-pro-plan-prime-plus-7-classic/dp/174780	23.28	"Chicken, Liver, Water Sufficient For Processing, Meat By-Products, Chicory Root, Soybean Oil,
Essential Nutrients And Other Ingredients: Minerals (Tricalcium Phosphate, Salt, Potassium Chloride, Magnesium Sulfate, Mono And Dicalcium Phosphate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide), Fish Oil, Artificial And Natural Flavors, Guar Gum, Vitamins (Vitamin E, Vitamin C, Choline, Vitamin B-1, Vitamin B-3, Vitamin B-5, Vitamin A, Vitamin K, Vitamin B-6, Vitamin B-2, Vitamin B-12, Vitamin B-7, Folic Acid, Vitamin D-3), Taurine, Amino Acids (Dl-Methionine), Beta-Carotene. A475118"	senior adult	wet food	grain-free pea-free	can	pate	purina		0.0	34.61538461538461	65.38461538461539	0.00889908256880734
Purina Pro Plan Focus Adult Classic Urinary Tract Health Formula Ocean Whitefish Entree Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/purina-pro-plan-focus-adult-classic/dp/154714	32.64	Ocean Whitefish, Meat By-Products, Chicken, Water, Chicken By-products, Rice, Added Color, Guar Gum, Minerals [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Potassium Chloride, Salt, Carrageenan, Choline Chloride, Vitamin E Supplement, Vitamins [Thiamine Mononitrate, Vitamin E Supplement, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement], Taurine. B474118.	adult	wet food		can	pate	purina		6.950129393448883	36.0858223958924	56.96404821065871	0.007925407925407926
Purina Pro Plan True Nature Natural Chicken & Turkey Entree in Gravy Canned Cat Food, 3-oz can, case of 24	https://www.chewy.com/purina-pro-plan-true-nature-natural/dp/117647	23.28	Water Sufficient For Processing, Chicken, Liver, Wheat Gluten, Meat By-Products, Turkey, Natural Flavors, Fish, Tricalcium Phosphate, MINERALS [Potassium Chloride, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Xanthan Gum, Salt, Carrageenan, Taurine, Choline Chloride, VITAMINS [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. B-4732.	adult	wet food	high-protein pea-free	can	chunks in gravy	purina		1.5066724063710717	66.29358588032716	32.19974171330177	0.014696969696969698
Purina Beyond Quail & Carrot Pate Recipe Grain-Free Canned Cat Food, 3-oz, case of 12	https://www.chewy.com/purina-beyond-quail-carrot-pate/dp/159438	13.68	Quail, Chicken, Liver, Fish, Quail and Chicken Broth, Carrots, Egg Product, Guar Gum, Potassium Chloride, Taurine, Choline Chloride, Salt, Mono and Dicalcium Phosphate, Thiamine Mononitrate, Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Copper Sulfate, Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	adult	wet food	grain-free no corn no wheat no soy pea-free	can	pate	purina		8.284023668639055	41.42011834319527	50.29585798816568	0.012391304347826086
Royal Canin Hair & Skin Care Dry Cat Food, 7-lb bag	https://www.chewy.com/royal-canin-hair-skin-care-dry-cat/dp/33881	29.69	Chicken Meal, Chicken Fat, Wheat Gluten, Brewers Rice, Corn, Corn Gluten Meal, Natural Flavors, Grain Distillers Dried Yeast, Wheat, Rice Hulls, Pea Fiber, Vegetable Oil, Dried Plain Beet Pulp, Fish Oil, Calcium Sulfate, Potassium Chloride, Vitamins [DL-Alpha Tocopherol Acetate (Source Of Vitamin E), Inositol, Niacin Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), D-Calcium Pantothenate, Biotin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Folic Acid, Vitamin B12 supplement, Vitamin D3 supplement], Salt, DL-Methionine, Sodium Pyrophosphate, Choline Chloride, Taurine, L-Cystine, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], L-Tyrosine, Marigold Extract (Tagetes Erecta L.), Rosemary Extract, Preserved With Mixed Tocopherols and Citric Acid.	adult	dry food				royal canin size health nutrition		29.566493782125008	27.43998357141629	42.9935226464587	0.002347477409638554
Royal Canin Digest Sensitive Chunks in Gravy Adult Cat Food Pouches, 3-oz, case of 12	https://www.chewy.com/royal-canin-digest-sensitive-chunks/dp/178071	18.25	Water Sufficient For Processing, Chicken By-Products, Pork By-Products, Chicken, Pork Liver, Wheat Flour, Pork Digest, Pork Plasma, Powdered Cellulose, Wheat Gluten, Natural Flavors, Sodium Silico Aluminate, Sodium Tripolyphosphate, Potassium Chloride, Calcium Sulfate, Taurine, Carob Bean Gum, Choline Chloride, Caramel, Vitamins [Cholecalciferol (Source Of Vitamin D3), DL-Alpha Tocopherol Acetate (Source Of Vitamin E), Thiamine Mononitrate (Vitamin B1), Niacin Supplement, Riboflavin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Biotin, Folic Acid, Vitamin B12 Supplement], Sodium Carbonate, Trace Minerals [Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Zinc Proteinate, Calcium Iodate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate].	adult	wet food	sensitive digestion pea-free	pouch	chunks in gravy			33.219831906520255	37.96638998207985	28.81377811139989	0.029246794871794872
Tiki Cat Koolina Luau Chicken with Egg in Chicken Consomme Grain-Free Canned Cat Food, 6-oz, case of 8	https://www.chewy.com/tiki-cat-koolina-luau-chicken-egg-in/dp/37715	20.09	Chicken, Chicken Broth, Sunflower Seed Oil, Dried Egg, Tricalcium Phosphate, Choline Chloride, Potassium Chloride, Taurine, Magnesium Sulfate, Zinc Sulfate, Iron Sulfate, Vitamin E Supplement, Niacin (Vitamin B3), Biotin, Copper Sulfate, Vitamin B12 Supplement, Sodium Selenite, Thiamine Mononitrate (Vitamin B1), Calcium Pantothenate, Manganese Sulfate, Vitamin D3 Supplement, Vitamin A Supplement, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Potassium Iodide, Folic Acid, Vitamin K3 Supplement.	adult	wet food	no corn no wheat no soy high-protein gluten free low glycemic grain-free pea-free gmo-free natural	can	shredded			0.0	70.70707070707071	29.292929292929287	0.035875
Fancy Feast Gourmet Naturals Natural Rainbow Trout Recipe In Gravy Canned Cat Food, 3-oz can, case of 12	https://www.chewy.com/fancy-feast-gourmet-naturals-natural/dp/241368	9.12	Fish Broth, Trout, Wheat Gluten, Turkey, Liver, Fish, Natural Flavors, Vegetable Oil, Tricalcium Phosphate, MINERALS [Potassium Chloride, Mono And Dicalcium Phosphate, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Xanthan Gum, Carrageenan, Taurine, Salt, Choline Chloride, VITAMINS [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. A653819	adult	wet food		can	chunks in gravy			5.652358691032741	65.44836379090522	28.899277518062043	0.011515151515151515
Purina Pro Plan Focus Adult Indoor Care Salmon & Rice Entree in Sauce Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-pro-plan-focus-adult-indoor/dp/52848	24.28	Water Sufficient for Processing, Salmon, Wheat Gluten, Liver, Meat By-Products, Corn Bran, Chicken, Corn Starch-Modified, Artificial and Natural Flavors, Rice, Soy Flour, Salt, Calcium Phosphate, Potassium Chloride, Taurine, Choline Chloride, Vitamin E Supplement, Thiamine Mononitrate, Added Color, Niacin, Zinc Sulfate, Ferrous Sulfate, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Pyridoxine Hydrochloride, Copper Sulfate, Riboflavin Supplement, Vitamin B-12 Supplement, Manganese Sulfate, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	adult	wet food	high-protein indoor pea-free	can	chunks in gravy	purina		19.37137000341646	57.39665186197473	23.23197813460882	0.012970085470085472
Wellness CORE Natural Grain Free Chicken Turkey & Chicken Liver Pate Canned Cat Food, 3-oz, case of 12	https://www.chewy.com/wellness-core-natural-grain-free/dp/146065	21.48	Chicken, Turkey, Chicken Broth, Chicken Liver, Chicken Meal, Turkey Liver, Dried Ground Potatoes, Natural Flavor, Cranberries, Guar Gum, Ground Flaxseed, Potassium Chloride, Salmon Oil (preserved with Mixed Tocopherols), Choline Chloride, Taurine, Cassia Gum, Xanthan Gum, Dried Kelp, Chicory Root Extract, Yucca Schidigera Extract, Magnesium Sulfate, Iron Proteinate, Zinc Proteinate, Thiamine Mononitrate, Vitamin E Supplement, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Niacin, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Rosemary Extract.	adult	wet food	high-protein grain-free gluten free no corn no wheat no soy pea-free	can	pate	wellness core wellpet		7.643312101910844	38.21656050955413	54.14012738853502	0.017722772277227725
Royal Canin Savor Selective Dry Cat Food, 6-lb bag	https://www.chewy.com/royal-canin-savor-selective-dry-cat/dp/37574	24.29	Corn, Brewers Rice, Chicken Meal, Chicken Fat, Wheat Gluten, Soy Protein Isolate, Natural Flavors, Corn Gluten Meal, Rice Hulls, Dried Plain Beet Pulp, Calcium Sulfate, Grain Distillers Dried Yeast, Vegetable Oil, Potassium Chloride, Sodium Silico Aluminate, Sodium Bisulfate, Sodium Pyrophosphate, Fructooligosaccharides, Choline Chloride, Vitamins [DL-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Niacin Supplement, Biotin, Riboflavin Supplement, D-Calcium Pantothenate, Thiamine Mononitrate (Vitamin B1), Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Monocalcium Phosphate, Taurine, DL-Methionine, Trace Minerals [Zinc Oxide, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite], Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.	adult	dry food				royal canin size health nutrition		39.13857677902622	29.026217228464425	31.83520599250937	0.0023976833199033038
Purina Pro Plan Savor Adult Turkey & Cheese Entree in Gravy Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-pro-plan-savor-adult-turkey/dp/52896	24.28	Water Sufficient for Processing, Turkey, Liver, Wheat Gluten, Meat By-Products, Corn Starch-Modified, Cheese, Artificial and Natural Flavors, Salt, Calcium Phosphate, Sodium Caseinate, Soy Protein Concentrate, Soybean Oil, Potassium Chloride, Spice and Coloring, Dried Whey, Taurine, Sodium Tripolyphosphate, Choline Chloride, Vitamin E Supplement, Thiamine Mononitrate, Zinc Sulfate, Ferrous Sulfate, Niacin, Sorbic Acid (a Preservative), Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Copper Sulfate, Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	adult	wet food		can	chunks in gravy	purina		13.483512895853748	36.565458700620304	49.951028403525946	0.014050925925925927
Halo Holistic Seafood Medley Sensitive Stomach Dry Cat Food, 6-lb bag	https://www.chewy.com/halo-holistic-seafood-medley/dp/32771	28.22	Whiteﬁsh, Salmon, Dried Egg Product, Oatmeal, Dried Peas, Soy Protein Concentrate, Pearled Barley, Chicken Fat (Preserved With Mixed Tocopherols), Potato Protein, Natural ﬂavor, ﬂaxseed, Pea ﬁber, Calcium Sulfate, Dicalcium Phosphate, Dried Bacillus Coagulans Fermentation Product, Dried Blueberries, Dried Cranberries, Dried Carrots, Dried Sweet Potatoes, Salt, Inulin, Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, D-Calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride, Riboﬂavin Supplement, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Biotin), Potassium Chloride, Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Mixed Tocopherols (Preservative), L-Ascorbyl-2-Polyphosphate.	adult	dry food	sensitive digestion gmo-free					29.324593901396405	31.917925334853237	38.75748076375036	0.0027582047872340425
Purina Pro Plan Prime Plus Adult 7+ Chicken & Rice Formula Dry Cat Food, 5.5-lb bag	https://www.chewy.com/purina-pro-plan-prime-plus-adult-7/dp/138457	20.98	New: Chicken, Poultry By-Product Meal, Corn Gluten Meal, Rice, Cassava Root Flour, Beef Fat Preserved With Mixed-tocopherols, Soybean Meal, Soy Protein Isolate, Dried Egg Product, Soybean Oil, Natural Flavor, Dried Chicory Root, Fish Meal, Fish Oil, Gelatin, Potassium Chloride, Phosphoric Acid, L-lysine Monohydrochloride, Salt, Calcium Carbonate, Choline Chloride, Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Taurine, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Beta-carotene, Dried Bacillus Coagulans Fermentation Product, L-ascorbyl-2-polyphosphate (Vitamin C). B462419.	adult senior	dry food	high-protein n/a			purina		24.443536859301613	36.21264719896536	39.343815941733034	0.001948812031342152
Royal Canin Aging Spayed/Neutered 12+ Dry Cat Food, 7-lb bag	https://www.chewy.com/royal-canin-aging-spayedneutered-12/dp/39452	26.09	Corn, Corn Gluten Meal, Brewers Rice, Wheat Gluten, Wheat, Chicken Meal, Chicken Fat, Powdered Cellulose, Natural Flavors, Soy Protein Isolate, Chicory, Fish Oil, Vegetable Oil, Calcium Sulfate, Potassium Chloride, Psyllium Seed Husk, Calcium Carbonate, Fructooligosaccharides, Dl-Methionine, Potassium Citrate, Taurine, Hydrolyzed Yeast, Choline Chloride, L-Lysine, L-Tryptophan, Glucosamine Hydrochloride, Vitamins [Dl-Alpha Tocopherol (Source of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin, Biotin, D-Calcium Pantothenate, Riboflavin (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Trace Minerals (Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate), L-Carnitine, Green Tea Extract, Lycopene, Marigold Extract (Tagetes Erecta L.), Chondroitin Sulfate, Rosemary Extract, Preserved with Natural Mixed Tocopherols and Citric Acid.	senior	dry food	weight control pea-free			royal canin size health nutrition		36.27318489934645	25.753517030367206	37.97329807028634	0.0022290073230268512
Blue Buffalo Freedom Indoor Kitten Chicken Recipe Grain-Free Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/blue-buffalo-freedom-indoor-kitten/dp/103484	29.8	"Chicken, Chicken Liver, Chicken Broth, Carrots, Sweet Potatoes, Natural
Flavor, Fish Oil (Source of DHA-Docosahexaenoic Acid), Powdered Cellulose,
Flaxseed (source of Omega 3 and 6 Fatty Acids), Guar Gum, Taurine,
Potassium Chloride, Cranberries, Blueberries, Salt, Choline Chloride,
Carrageenan, Cassia Gum, Magnesium Sulfate, Iron Amino Acid Chelate, Zinc
Amino Acid Chelate, Vitamin E Supplement, Thiamine Mononitrate (Vitamin
B1), Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium
Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin
B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin
B2), Vitamin A Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin
D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), preserved
with Mixed Tocopherols."	kitten	wet food	indoor grain-free no corn no wheat no soy gluten free pea-free	can	pate	blue freedom		11.037891268533755	32.94892915980231	56.013179571663926	0.010704022988505747
BFF OMG Tuna & Duck Devour Me Dinner in Gravy Wet Cat Food Pouches, 3-oz, case of 12	https://www.chewy.com/bff-omg-tuna-duck-devour-me-dinner-in/dp/44066	13.49	Tuna Broth, Tuna, Duck, Tapioca Starch, Sunflower Oil, Guar Gum, Calcium Sulfate, Tricalcium Phosphate, Potassium Chloride, Celery Powder, Salt, Vitamin E Supplement, Ferrous Sulfate, Niacin Supplement, Zinc Oxide, Thiamine Mononitrate (Vitamin B1), Taurine, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Manganese Sulfate, Calcium Pantothenate, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Biotin, Copper Amino Acid Complex, Sodium Selenite, Folic Acid, Menadione Sodium Bisulfite Complex (Source of Vitamin K3), Potassium Iodide.	adult	wet food	gluten free grain-free no corn no wheat no soy pea-free non-gmo	pouch	chunks in gravy minced	weruva		22.18210990774169	50.54151624548736	27.27637384677095	0.017843915343915343
VICTOR Mers Classic Multi-Pro Dry Cat Food, 15-lb bag	https://www.chewy.com/victor-mers-classic-multi-pro-dry-cat/dp/129306	28.99	Chicken Meal, Beef Meal, Whole Grain Brown Rice, Grain Sorghum, Chicken Fat (preserved with mixed Tocopherols), Whole Grain Millet, Blood Meal, Pork Meal, Menhaden Fish Meal (source of Omega 3 Fatty Acid), Yeast Culture, Natural Flavor, Dehydrated Alfalfa Meal, Sodium Bisulfate, Potassium Chloride, Salt, Calcium Carbonate, DL-Methionine, Taurine, Choline Chloride, Silicon Dioxide, Tetra Sodium Pyrophosphate, Vegetable Oil, Rosemary Extract, Green Tea Extract, Spearmint Extract, Hydrolyzed Yeast, Zinc Methionine Complex, Dehydrated Seaweed Meal, Ferrous Sulfate, Cobalt Carbonate, Vitamin E Supplement, L-Carnitine, Brewers Dried Yeast, Dried Enterococcus Faecium Fermentation Product, Dried Aspergillus Oryzae Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract, Dried Bacillus Subtilis Fermentation Extract, Iron Amino Acid Complex, Niacin Supplement, Thiamine Mononitrate, Copper Sulfate, Copper Amino Acid Complex, Vitamin B12 Supplement, Biotin, Manganese Amino Acid Complex, Vitamin A Supplement, Sodium Selenite, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid, And Calcium Iodate.	adult	dry food	sensitive digestion no corn no wheat no soy gluten free pea-free					34.954743713821856	29.375277032467544	35.66997925371059	0.001185075083426029
