name,url,our_price,list_price,calories,ingredients,attr_dict,ga_dict
"Blue Buffalo Carnivora Woodland Blend Mature Grain-Free Dry Cat Food, 4-lb bag",https://www.chewy.com/blue-buffalo-carnivora-woodland-blend/dp/194359,26.99,,"3820 kcals/kg, 463 kcals/cup","Deboned Chicken, Dried Chicken, Deboned Turkey, Chicken Meal, Tapioca Starch, Chicken Liver And Hearts, Dried Egg Product, Fava Beans, Dried Tomato Pomace, Lentils, Chicken Fat (Preserved With Mixed Tocopherols), Chickpeas, Deboned Duck, Gelatin, Flaxseed (Source Of Omega 3 And 6 Fatty Acids), Natural Flavor, Fish Oil (Source Of Dha- Docosahexaenoic Acid), Dried Pollock, Dried Sole, Dried Halibut, Dried Cod, Choline Chloride, Turkey Liver, Dried Pork Liver, Dried Chicken Liver, Dried Tuna, Dried Sardine, Chicken Cartilage, 
Essential Nutrients And Other Ingredients: Potassium Sulfate, Minerals [Calcium Carbonate, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Calcium Iodate, Sodium Selenite], Vitamins [Vitamin E Supplement, Niacin (Vitamin B3), Thiamine Mononitrate (Vitamin B1), Biotin (Vitamin B7), Vitamin A Supplement, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9)], Dried Chicory Root, Taurine, Salt, Preserved With Mixed Tocopherols, Turmeric, Blueberries, Cranberries, Apples, Blackberries, Pomegranate, Spinach, Pumpkin, Carrots, Dried Kale, Sunflower Seeds, Pumpkin Seeds, L-Carnitine, Dried Kelp, Barley Grass, Parsley, Yucca Schidigera Extract, Dried Yeast, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Aspergillus Niger Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract, Dried Bacillus Subtilis Fermentation Extract), Oil Of Rosemary.","{'Item Number': '167656', 'Weight': '4.0\xa0pounds', 'Brand': 'Blue Carnivora', 'Lifestage': 'Senior', 'Food Form': 'Dry Food', 'Special Diet': 'High-Protein, Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","{'Crude Protein': '40.0% min', 'Crude Fat': '18.0% min', 'Crude Fiber': '5.0% max', 'Moisture': '9.0% max', 'DHA': '0.2% min', 'Magnesium': '0.13% max', 'Vitamin E': '300 IU/kg min', 'Taurine': '0.2% min', 'Omega 3 Fatty Acids': '0.75% min', 'Omega 6 Fatty Acids': '3.0% min', 'Ascorbic Acid': '100 mg/kg min (source of Vitamin C)', 'L-Carnitine': '150 mg/kg min'}"
"Natural Balance L.I.D. Limited Ingredient Diets Indoor Grain-Free Turkey & Turkey Liver Formula Wet Cat Food, 5.5-oz, case of 24",https://www.chewy.com/natural-balance-lid-limited/dp/143559,38.20,45.36,"1110 kcal/kg, 173 kcal/5.5 oz can","Turkey Broth, Turkey, Turkey Liver, Chickpeas, Peas, Pea Protein, Brewers Dried Yeast, Natural Flavor, Salmon Oil (preserved with mixed tocopherols), Pea Fiber, Choline Chloride, Taurine, Guar Gum, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin, Vitamin A Supplement, Pyridoxine Hydrochloride, d-Calcium Pantothenate, Riboflavin Supplement, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Biotin), Minerals (Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Calcium Iodate, Sodium Selenite), Calcium Carbonate, Dicalcium Phosphate, Potassium Chloride, Salt, Cranberries, Carrageenan, Inulin, Flaxseed, Yucca Schidigera Extract.","{'Item Number': '116327', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Indoor, Limited Ingredient Diet, Sensitive Digestion, Weight Control, No Corn No Wheat No Soy'}","{'Crude Protein': '9.0% min', 'Crude Fat': '5.0% max', 'Crude Fiber': '2.5% max', 'Moisture': '78.0% max', 'Taurine': '0.05% max'}"
"Dr. Elsey's cleanprotein Turkey Formula Grain-Free Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/dr-elseys-cleanprotein-turkey-formula/dp/146263,47.76,,"1294 kcal/kg, 202 kcal/5.5-oz can","Turkey, Turkey Broth, Turkey Liver, Dried Egg Product, Natural Flavor, Potassium Chloride, Agar-Agar, Barley Grass, Choline Chloride, Salt, Taurine, Salmon Oil, Turmeric, Dried New Zealand Green Mussels, Zinc Proteinate, Iron Proteinate, Magnesium Proteinate, Niacin Supplement, Vitamin E Supplement, Copper Proteinate, Sodium Selenite, Thiamine Mononitrate, Manganese Proteinate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Ethylenediamine Dihydroiodide, Folic Acid.","{'Item Number': '119073', 'Weight': '5.5\xa0ounces', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Precious Cat', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Gluten Free, High-Protein, Pea-Free'}","{'Crude Protein': '11.0% min', 'Crude Fat': '9.0% min', 'Crude Fiber': '1.50% max', 'Moisture': '78.0% max', 'Magnesium': '0.03% max', 'Taurine': '0.10% min'}"
"Feline Natural Chicken & Venison Feast Grain-Free Canned Cat Food, 6-oz, case of 24",https://www.chewy.com/feline-natural-chicken-venison-feast/dp/132453,86.16,100.56,862 kcal/kg,"Chicken, Venison, Water Sufficient for Processing, Venison Kidney, Venison Liver, Venison Blood, Flaxseed Flakes, New Zealand Green Mussel, Dried Kelp, Taurine, Vitamin E Supplement, Magnesium Oxide, Zinc Proteinate, Copper Proteinate, Manganese Proteinate, Thiamine Mononitrate, Vitamin D3 Supplement, Folic Acid.","{'Item Number': '104978', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Gluten Free, No Corn No Wheat No Soy, High-Protein, Limited Ingredient Diet, Pea-Free, Non-GMO'}","{'Crude Protein': '9.00% min', 'Crude Fat': '5.00% min', 'Crude Fiber': '0.20% min', 'Moisture': '82.50% max', 'Taurine': '0.10% min'}"
"Blue Buffalo Carnivora Woodland Blend Grain-Free Kitten Wet Cat Food, 3-oz, case of 24",https://www.chewy.com/blue-buffalo-carnivora-woodland-blend/dp/194374,48.72,54.96,"1475 kcals/kg, (3 oz. can): 130 kcals/can","Chicken, Turkey Broth, Turkey, Mackerel, Dried Egg Product, Duck, Turkey Liver, Chicken Liver, Chicken Heart, Fish Oil (Source Of Dha-Docosahexaenoic Acid, Preserved With Mixed Tocopherols)

Essential Nutrients And Other Ingredients:  Natural Flavor, Pumpkin, Carrots, Guar Gum, Carrageenan, Cassia Gum, Potassium Chloride, Taurine, Minerals [Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Potassium Iodide], Choline Chloride, Vitamins [Vitamin E Supplement, Thiamine Mononitrate (Vitamin B1), Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Vitamin A Supplement, Biotin (Vitamin B7), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9)], Salt, Magnesium Sulfate.","{'Item Number': '167671', 'Weight': '6.0\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Blue Carnivora', 'Lifestage': 'Kitten', 'Food Form': 'Wet Food', 'Special Diet': 'High-Protein, Grain-Free, No Corn No Wheat No Soy'}","{'Crude Protein': '12.5 % min', 'Crude Fat': '8.5 % min', 'Crude Fiber': '1.5 % max', 'Moisture': '78.0 % max', 'DHA': '0.10 % min', 'Taurine': '0.10 % min'}"
"Purina Pro Plan Veterinary Diets OM Savory Selects With Chicken Wet Cat Food, 5.5-oz can, case of 24",https://www.chewy.com/purina-pro-plan-veterinary-diets-om/dp/226903,51.99,,"736 kcal/kg, 114 kcal/can","Water, Chicken, Meat By-products, Wheat Gluten, Corn Starch-modified, Powdered Cellulose, Artificial And Natural Flavors, L-lysine Monohydrochloride, Potassium Chloride, Tricalcium Phosphate, Choline Chloride, Salt, Taurine, Magnesium Sulfate, Mono And Dicalcium Phosphate, Vitamin E Supplement, Zinc Sulfate, Thiamine Mononitrate (Vitamin B-1), L-carnitine, Ferrous Sulfate, Niacin (Vitamin B-3), Copper Sulfate, Manganese Sulfate, Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Potassium Iodide. A254119","{'Item Number': '200275', 'Weight': '8.25\xa0pounds', 'Food Texture': 'Chunks in Gravy', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Weight Control, Veterinary Diet'}","{'Crude Protein': '9.0% min', 'Crude Fat': '5.0% max', 'Crude Fiber': '3.0% max', 'Moisture': '82.0% max', 'Ash': '3.0% max', 'Calcium (Ca)': '0.11% min', 'Phosphorous': '0.10% min'}"
"Hill's Science Diet Adult 1-6 Tender Tuna & Vegetables Stew Canned Cat Food, 2.9 oz, case of 24",https://www.chewy.com/hills-science-diet-adult-1-6-tender/dp/241942,35.32,37.99,74 kcal/2.9 oz can,"Chicken Broth, Tuna, Pork Liver, Carrots, Beef, Chicken Fat, Rice, Rice Starch, Spinach, Chicken Liver Flavor, Egg Whites, Potassium Alginate, Calcium Chloride, Fish Oil, Dicalcium Phosphate, Guar Gum, Calcium Lactate, Calcium Gluconate, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Mononitrate, Niacin Supplement, Menadione Sodium Bisulfite Complex (source of Vitamin K), Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Folic Acid, Biotin), Choline Chloride, Sodium Tripolyphosphate, Monosodium Phosphate, Taurine, Magnesium Oxide, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Green Peas, Cranberries, Beta-Carotene, Apples, Broccoli, Zucchini.","{'Item Number': '215375', 'Weight': '4.35\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Minced', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'No Corn No Wheat No Soy'}","{'Moisture': '84.0% max', 'Crude Protein': '5.9% min', 'Crude Fat': '2.5% min', 'Crude Fiber': '1.0% max'}"
"Ziwi Peak Rabbit & Lamb Recipe Canned Cat Food, 6.5-oz, case of 12",https://www.chewy.com/ziwi-peak-rabbit-lamb-recipe-canned/dp/138370,61.68,,"1100 kcal/kg, 203 kcal/6.5-oz can, 81 kcal/3-oz can","Rabbit Meat, Water Sufficient for Processing, Lamb, Lamb Lung, Lamb Liver, Chickpeas, Lamb Kidney, Hare Meat, Lamb Tripe, Lamb Heart, New Zealand Green Mussel, Lamb Bone, DL-Methionine, Dried Kelp, Minerals (Magnesium Sulfate, Zinc Amino Acid Complex, Manganese Amino Acid Complex, Copper Amino Acid Complex), Taurine, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid).","{'Item Number': '111013', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'ZiwiPeak', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Limited Ingredient Diet, Non-GMO, High-Protein, Pea-Free, GMO-Free, Natural'}","{'Crude Protein': '11.0% min', 'Crude Fat': '3.5% min', 'Crude Fibre': '2.0% max', 'Moisture': '78% max', 'Ash': '4.0% max'}"
"Natural Balance Original Ultra Whole Body Health Kitten Formula Chicken, Salmon & Duck Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/natural-balance-original-ultra-whole/dp/111415,28.09,33.36,"1300 kcal/kg, 110 kcal/can","Chicken, Chicken Liver, Chicken Broth, Salmon, Duck, Dried Peas, Brown Rice, Natural Flavor, Dried Egg, Canola Oil (Preserved with Mixed Tocopherols), Salmon Meal, Menhaden Oil (Preserved with Mixed Tocopherols), Dicalcium Phosphate, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin, Vitamin A Supplement, Pyridoxine Hydrochloride, D-Calcium Pantothenate, Riboflavin Supplement, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Biotin), Guar Gum, Minerals (Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Calcium Iodate, Sodium Selenite),  Potassium Chloride, Salt, Taurine, Oat Hulls, Pea Fiber, Dl-Methionine, Choline Chloride, Carrageenan,  L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), L-Tryptophan, Dried Kelp, Cranberries, Blueberries, Yucca Schidigera Extract, L-Lysine Monohydrochloride, Rosemary Extract.","{'Item Number': '83608', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Kitten', 'Food Form': 'Wet Food'}","{'Crude Protein': '10.0% min', 'Crude Fat': '9.5% min', 'Crude Fiber': '2.0% max', 'Moisture': '78.0% max', 'Calcium': '0.4% min', 'Phosphorus': '0.3.0% min', 'Vitamin E': '20 IU/kg min', 'Taurine': '0.15% min', 'DHA & EPA': '0.2% min', 'Omega-6 Fatty Acids': '0.7% min', 'Omega-3 Fatty Acids': '0.35% min'}"
"Hill's Science Diet Adult 7+ Senior Vitality Tuna & Vegetables Stew Canned Cat Food, 2.9-oz, case of 24",https://www.chewy.com/hills-science-diet-adult-7-senior/dp/136755,35.49,,69 kcal/can,"Chicken Broth, Tuna, Chicken, Turkey Giblets, Pork Liver, Carrots, Rice, Rice Starch, Pea Protein, Wheat Gluten, Soybean Oil, Spinach, Potassium Alginate, Chicken Liver Flavor, L-Lysine, Calcium Chloride, Dried Beet Pulp, Powdered Cellulose, Choline Chloride, Fish Oil, Dried Tomato Pomace, vitamins (Vitamin E Supplement, Thiamine Mononitrate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Menadione Sodium Bisulfite Complex (source of Vitamin K), Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Folic Acid, Biotin), Sodium Tripolyphosphate, Guar Gum, Dicalcium Phosphate, Calcium Lactate, Calcium Gluconate, Potassium Citrate, DL-Methionine, Broccoli, Taurine, L-Carnitine, Magnesium Oxide,  minerals (Zinc Oxide, Ferrous Sulfate, Manganous Oxide, Calcium Iodate), Natural Flavors, Beta-Carotene.","{'Item Number': '109373', 'Packaging Type': 'Can', 'Food Texture': 'Stew', 'Brand': ""Hill's, Science Diet"", 'Lifestage': 'Adult, Senior', 'Food Form': 'Wet Food'}","{'Crude Protein': '6.5% min', 'Crude Fat': '2.0% min', 'Crude Fiber': '2.5% max', 'Moisture': '85.0% max'}"
"Hill's Science Diet Adult Indoor Ocean Fish Entree Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/hills-science-diet-adult-indoor-ocean/dp/34175,37.71,37.99,174 kcal/5.5-oz can,"Water, Tuna, Pork By-Products, Pork Liver, Chicken Fat, Powdered Cellulose, Wheat Flour, Corn Starch, Whole Grain Corn, Soybean Oil, Calcium Sulfate, Chicken Liver Flavor, Natural Flavor, Dicalcium Phosphate, Guar Gum, Locust Bean Gum, Choline Chloride, Brewers Dried Yeast, Potassium Chloride, Carrageenan, Iodized Salt, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Mononitrate, Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Riboflavin Supplement, Folic Acid), DL-Methionine, Taurine, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Beta-Carotene.","{'Item Number': '48994', 'Packaging Type': 'Can', 'Food Texture': 'Minced', 'Brand': ""Hill's, Science Diet"", 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Indoor, Pea-Free'}","{'Crude Protein': '8.0% min', 'Crude Fat': '3.5% min', 'Crude Fiber': '3.8% max', 'Moisture': '78.0% max'}"
"Hill's Science Diet Adult Sensitive Stomach & Skin Tuna & Vegetable Entrée Canned Cat Food, 2.9-oz, case of 24",https://www.chewy.com/hills-science-diet-adult-sensitive/dp/136592,35.49,,86 kcal/can,"Chicken Broth, Tuna, Chicken, Turkey, Carrots, Green Peas, Potatoes, Egg Whites, Soybean Oil, Spinach, L-Lysine, Choline Chloride, Fish Oil, Calcium Chloride, Pressed Cranberries, Disodium Phosphate, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Ascorbic Acid (source of Vitamin C), Niacin Supplement, Menadione Sodium Bisulfite Complex (source of Vitamin K), Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Folic Acid, Biotin), Potassium Citrate, Taurine, DL-Methionine, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Beta-Carotene.","{'Item Number': '109208', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': ""Hill's, Science Diet"", 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Sensitive Digestion'}","{'Crude Protein': '6.3% min', 'Crude Fat': '4.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '78.0% max'}"
"Hill's Science Diet Kitten Savory Salmon Entree Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/hills-science-diet-kitten-savory/dp/37923,37.71,37.99,203 kcal/ 5.5 oz can,"Water, Pork Liver, Salmon, Pork By-Products, Chicken Fat, Egg Product, Soybean Meal, Corn Starch, Soy Protein Isolate, Chicken Liver Flavor, Wheat Flour, Dicalcium Phosphate, Natural Flavor, Powdered Cellulose, Calcium Sulfate, Guar Gum, Brewers Dried Yeast, Potassium Chloride, Iodized Salt, Choline Chloride, Locust Bean Gum, Carrageenan, Taurine, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Mononitrate, Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Riboflavin Supplement, Folic Acid), minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganese Sulfate, Calcium Iodate), Magnesium Oxide, Beta-Carotene.","{'Item Number': '52781', 'Packaging Type': 'Can', 'Food Texture': 'Minced', 'Brand': ""Hill's, Science Diet"", 'Lifestage': 'Kitten', 'Food Form': 'Wet Food'}","{'Crude Protein': '11.0% min', 'Crude Fat': '6.5% min', 'Crude Fiber': '2.0% max', 'Moisture': '78.0% max'}"
"Hill's Prescription Diet c/d Multicare + Metabolic Vegetable & Chicken Stew Canned Cat Food, 2.9-oz, case of 24",https://www.chewy.com/hills-prescription-diet-cd-multicare/dp/117290,44.99,,60 kcal/2.9 oz can,"Water, Pork Liver, Carrots, Powdered Cellulose, Tuna, Chicken, Corn Starch, Wheat Gluten, Egg Whites, Dried Tomato Pomace, Rice, Chicken Liver Flavor, Flaxseed, Soybean Oil, Coconut Oil, Potassium Alginate, Fish Oil, Calcium Chloride, Dicalcium Phosphate, Guar Gum, Choline Chloride, Calcium Sulfate, L-Lysine, Monosodium Phosphate, Taurine, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Folic Acid), Potassium Citrate, Sodium Tripolyphosphate, L-Carnitine, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Calcium Carbonate.","{'Item Number': '89570', 'Weight': '4.35\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Stew', 'Lifestage': 'Adult', 'Brand': ""Hill's"", 'Food Form': 'Wet Food', 'Special Diet': 'Weight Control, Pea-Free, Veterinary Diet'}","{'Crude Protein': '5.5% min', 'Crude Fat': '1.8% min', 'Crude Fiber': '3.4% max'}"
"Royal Canin Feline Health Nutrition Dry Cat Food for  Spayed/Neutered Kittens, 2.5-lb bag",https://www.chewy.com/royal-canin-feline-health-nutrition/dp/39445,17.99,18.99,"3274 kcal/kg, 282 kcal/cup","Chicken By-Product Meal, Brewers Rice, Corn, Powdered Cellulose, Corn Gluten Meal, Wheat Gluten, Pea Fiber, Natural Flavors, Chicken Fat, Dried Plain Beet Pulp, Vegetable Oil, Sodium Silico Aluminate, Grain Distillers Dried Yeast, Sodium Pyrophosphate, Fish Oil, Potassium Chloride, Psyllium Seed Husk, Fructooligosaccharides, Hydrolyzed Yeast (Source Of Betaglucans), Choline Chloride, Salt, Monosodium Phosphate, Vitamins [DL-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Niacin Supplement, Biotin, Riboflavin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Calcium Carbonate, Taurine, L-Lysine, DL-Methionine, Trace Minerals [Zinc Proteinate, Zinc Oxide, Manganese Proteinate, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Marigold Extract (Tagetes Erecta L.), Carotene, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.","{'Item Number': '54330', 'Weight': '2.5\xa0pounds', 'Brand': 'Royal Canin Size Health Nutrition', 'Lifestage': 'Kitten', 'Food Form': 'Dry Food', 'Special Diet': 'Weight Control'}","{'Crude Protein': '32.0% min', 'Crude Fat': '10.0% min', 'Crude Fiber': '12.0% max', 'Moisture': '8.0% max', 'Calcium': '0.95% min', 'Phosphorus': '1.0% min', 'Vitamin E': '420 IU/kg'}"
"Fancy Feast Savory Centers Chicken Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/fancy-feast-savory-centers-chicken/dp/196273,28.24,28.56,"966 kcal/kg, 82 kcal/can","Chicken Broth, Chicken, Liver, Meat By-Products, Fish, Artificial And Natural Flavors, Pork Plasma, Steamed Bone Meal, Sodium Tripolyphosphate, Locust Bean Gum, Minerals [Potassium Chloride, Magnesium Sulfate, Zinc Sulfate, Iron Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate], Guar Gum, Taurine, L-Ascorbic Acid, Choline Chloride, Salt, Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Thiamine Mononitrate (Vitamin B-1), Calcium Pantothenate (Vitamin B-5), Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Biotin (Vitamin B-7), Vitamin A Supplement, Vitamin B-12 Supplement, Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Menadione Sodium Bisulfite Complex (Vitamin K)]. A654318","{'Item Number': '169571', 'Weight': '4.5\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '9.0% min', 'Crude Fat': '5.5% min', 'Crude Fiber': '1.5% max', 'Moisture': '82.0% max', 'Ash': '3.8% max', 'Taurine': '0.05% min'}"
"Almo Nature HQS Complete Mackerel Recipe with Sweet Potatoes Grain-Free Canned Cat Food, 2.47-oz, case of 12",https://www.chewy.com/almo-nature-complete-mackerel-recipe/dp/159393,20.52,39.60,"892.2 kcal/kg, 62.4 kcal/2.47-oz can","Mackerel, Water Sufficient For Cooking, Sweet Potatoes, Tapioca Starch, Natural Flavor, Sunflower Oil, Guar Gum, Tricalcium Phosphate, Potassium Chloride, Minerals (Zinc Oxide, Reduced Iron, Sodium Selenite, Manganese Sulfate Monohydrate, Copper Glycine Complex, Potassium Iodide), Taurine, Vitamins (Vitamin E Supplement, Niacin Supplement, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Biotin, Folic Acid, Menadione Sodium Bisulfite Complex (Source Of Vitamin K Activity)), Choline Chloride.","{'Item Number': '132355', 'Weight': '5.42\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Pea-Free'}","{'Crude Protein': '12.5% min', 'Crude Fat': '1.5% min', 'Crude Fiber': '0.5% max', 'Moisture': '83.0% max', 'Ash': '2.5% max', 'Calcium': '0.15% min', 'Phosphorus': '0.13% min', 'Magnesium': '0.02% min', 'Taurine': '0.05% min'}"
"Purina Pro Plan Focus Sensitive Skin & Stomach Classic Duck Grain-Free Entree Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/purina-pro-plan-focus-sensitive-skin/dp/174772,25.61,,"1027 kcal/kg, 87 kcal/can","Duck, Liver, Meat By-Products, Water Sufficient For Processing, Ocean Whitefish, Inulin, Essential Nutrients And Other Ingredients: Minerals (Potassium Chloride, Tricalcium Phosphate, Salt, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide), Vitamins (Choline, Vitamin E, Vitamin B-1, Vitamin B-3, Vitamin B-5, Vitamin A, Vitamin K, Vitamin B-6, Vitamin B-2, Vitamin B-12, Vitamin B-7, Folic Acid, Vitamin D-3), Guar Gum, Taurine. A466217","{'Item Number': '147940', 'Weight': '5.3\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Sensitive Digestion, Pea-Free'}","{'Crude Protein': '10.0% min', 'Crude Fat': '6.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '78.0% max', 'Ash': '3.5% max', 'Linoleic Acid': '0.4% min', 'Taurine': '0.05% min'}"
